Age,Income,Gender,Education,Purchased
21,27025,Male,Bachelors,0
67,34481,Female,Masters,0
41,45411,Male,Masters,0
36,116894,Female,Masters,0
53,34961,Male,PhD,0
56,41767,Male,PhD,0
27,71690,Male,PhD,1
42,72870,Female,PhD,0
35,56135,Male,PhD,0
36,84514,Male,Masters,0
53,106928,Male,Bachelors,1
27,98798,Female,Masters,1
50,90765,Female,PhD,0
67,43772,Female,Masters,0
22,38799,Female,Bachelors,0
64,43555,Female,PhD,0
66,112152,Female,Masters,0
52,39333,Male,Masters,1
61,24261,Male,Bachelors,0
51,89002,Male,PhD,1
50,66553,Male,PhD,1
38,23088,Male,Bachelors,0
34,65783,Female,Bachelors,1
39,21115,Female,Bachelors,0
65,90114,Female,Bachelors,1
54,88126,Male,PhD,0
32,92908,Female,PhD,0
52,89109,Male,Masters,0
45,22978,Female,Masters,0
24,29422,Male,Masters,1
49,63626,Female,PhD,1
28,109233,Male,PhD,1
27,76174,Female,PhD,0
26,116356,Male,Masters,0
31,57743,Female,Bachelors,1
30,90461,Male,Bachelors,0
42,77199,Male,Bachelors,0
19,49430,Male,Bachelors,1
52,48834,Male,Bachelors,0
24,44435,Female,PhD,1
38,107212,Female,Masters,0
35,75797,Female,Bachelors,0
20,63554,Male,Bachelors,1
59,74555,Female,Bachelors,1
56,105350,Male,PhD,1
58,34716,Female,Bachelors,1
66,80261,Male,Masters,1
28,47528,Female,PhD,0
56,21995,Male,PhD,1
41,42414,Male,PhD,0
63,33844,Female,Bachelors,0
36,56659,Female,Bachelors,1
21,35522,Female,Bachelors,1
43,94034,Male,Bachelors,0
55,62322,Male,Masters,1
59,87638,Male,PhD,1
49,28524,Female,Bachelors,0
56,50846,Male,Masters,0
62,93643,Female,PhD,1
63,80096,Male,PhD,0
53,103804,Female,PhD,0
57,67703,Male,Bachelors,0
54,44399,Male,PhD,0
50,95160,Female,Bachelors,0
53,112662,Male,Masters,0
20,108667,Male,PhD,0
26,68591,Female,Masters,0
25,40714,Male,Bachelors,0
50,55877,Female,Bachelors,0
23,104106,Female,Bachelors,1
58,98018,Male,PhD,1
56,119854,Male,PhD,1
21,79136,Male,Masters,0
30,53414,Female,Bachelors,0
66,106576,Male,Masters,0
19,98943,Female,Bachelors,0
22,65468,Male,Bachelors,0
61,118841,Male,Masters,1
44,99702,Female,Bachelors,0
49,92108,Male,Masters,1
38,118538,Male,PhD,1
25,112508,Male,Masters,1
55,66835,Male,Masters,0
25,83333,Male,Bachelors,1
67,62464,Female,Masters,0
20,42923,Male,PhD,0
61,81855,Female,PhD,1
20,87445,Male,PhD,1
39,118384,Male,PhD,1
23,87619,Female,Masters,0
19,66146,Male,PhD,0
40,80032,Male,Masters,1
61,37140,Female,Masters,0
19,22670,Female,Bachelors,0
55,56519,Male,Masters,0
34,64512,Female,Masters,1
52,77811,Female,Bachelors,1
51,34691,Female,PhD,1
40,54262,Female,PhD,0
47,74892,Male,Masters,1
69,45595,Male,Bachelors,0
25,77207,Female,Masters,0
39,53440,Male,Masters,0
61,28630,Female,PhD,0
53,51250,Male,Bachelors,1
22,114334,Male,Masters,1
30,118748,Female,PhD,0
46,97518,Female,Masters,1
48,94191,Male,PhD,1
64,84791,Male,Bachelors,1
33,104118,Male,Masters,1
59,83753,Female,Bachelors,1
47,80520,Male,PhD,1
33,24008,Female,Bachelors,1
29,64464,Female,Bachelors,1
34,20496,Female,Bachelors,1
33,119767,Male,Masters,1
29,43212,Female,PhD,1
25,40637,Male,Bachelors,0
37,65227,Female,Masters,0
20,102413,Male,PhD,1
33,103346,Male,PhD,1
47,29884,Female,PhD,1
62,88259,Female,Bachelors,1
40,69810,Male,Bachelors,0
45,24761,Male,Bachelors,0
68,93166,Female,PhD,1
57,36375,Female,PhD,0
22,45218,Male,Bachelors,1
37,50565,Male,Bachelors,0
57,52975,Female,PhD,1
61,47073,Male,PhD,0
18,89726,Female,Masters,0
47,21883,Female,Masters,0
38,88422,Female,Bachelors,1
37,69629,Female,PhD,0
23,84170,Male,PhD,1
39,94489,Female,Masters,0
35,28381,Female,PhD,0
25,43238,Male,Bachelors,1
56,33795,Male,Masters,1
49,115964,Female,PhD,1
50,82999,Female,PhD,0
33,69907,Female,Bachelors,1
29,29638,Female,PhD,1
55,90467,Female,Masters,1
69,62623,Female,Masters,0
51,58492,Male,PhD,1
31,46411,Male,PhD,1
53,40534,Female,PhD,0
50,49181,Male,PhD,1
40,39996,Male,Masters,0
67,92089,Female,Bachelors,1
62,103609,Male,Masters,1
19,92666,Male,PhD,1
58,49405,Female,PhD,1
38,91325,Female,Masters,0
19,48930,Female,Masters,0
44,37529,Male,PhD,0
26,73546,Female,Masters,0
18,27942,Male,PhD,0
28,27548,Female,Masters,0
20,38296,Female,PhD,1
69,71016,Female,Masters,1
40,117780,Female,PhD,1
43,20296,Male,Bachelors,0
21,87945,Male,Bachelors,1
35,79980,Female,Masters,0
23,76782,Male,Bachelors,0
52,54229,Female,PhD,1
39,116382,Female,Masters,1
60,73444,Male,Masters,0
32,55036,Male,PhD,0
39,59322,Female,PhD,0
54,47167,Female,PhD,1
69,71667,Female,Masters,0
59,114527,Male,PhD,0
29,103337,Female,Bachelors,1
64,71468,Female,Masters,0
66,92894,Female,PhD,1
59,73084,Female,Masters,0
55,83138,Female,Bachelors,1
35,42588,Female,Bachelors,0
62,82901,Male,PhD,1
52,37671,Female,Masters,0
47,103038,Female,PhD,0
41,110664,Male,Masters,1
59,51645,Male,PhD,1
47,27637,Female,PhD,0
31,20660,Male,Masters,0
23,26922,Female,Masters,0
20,113697,Male,Bachelors,0
33,64721,Male,Bachelors,0
24,77256,Female,Masters,0
69,89506,Male,Bachelors,0
31,88943,Female,Bachelors,1
26,47843,Male,Masters,0
32,29046,Female,Masters,1
38,109336,Male,Masters,0
52,83985,Female,PhD,0
19,100083,Female,Masters,1
44,116925,Female,Masters,0
19,50346,Female,Masters,1
52,108284,Male,Bachelors,0
35,111384,Female,Masters,0
31,73526,Male,Bachelors,0
37,93143,Male,PhD,0
35,56787,Female,Masters,1
27,53583,Female,Masters,1
42,32563,Male,Bachelors,1
19,66060,Male,PhD,0
42,53690,Male,Masters,1
50,114712,Female,PhD,0
53,34925,Female,PhD,1
48,106787,Male,Masters,0
31,103184,Male,PhD,1
18,40108,Male,PhD,1
63,96515,Female,Masters,1
33,88258,Male,Bachelors,1
63,25355,Male,Masters,0
69,66069,Male,PhD,1
20,114335,Male,Masters,1
52,74471,Female,Bachelors,1
58,52705,Male,PhD,1
23,63909,Female,PhD,0
42,108606,Female,Bachelors,0
30,73739,Male,Bachelors,0
51,96820,Female,PhD,1
25,107273,Male,Bachelors,1
38,43241,Male,Masters,0
51,47414,Male,Bachelors,0
21,70818,Male,Masters,0
42,40895,Male,PhD,0
32,112307,Female,PhD,0
21,82409,Female,PhD,1
62,75324,Male,PhD,1
29,86920,Female,PhD,0
49,73555,Male,Bachelors,1
49,85453,Female,Bachelors,1
45,42689,Female,PhD,0
30,84356,Male,Bachelors,0
48,113011,Female,Bachelors,0
31,28252,Female,PhD,0
37,50844,Female,Bachelors,1
35,115687,Male,PhD,1
46,43365,Female,PhD,1
23,26026,Female,PhD,1
49,118303,Female,PhD,0
46,48523,Female,Bachelors,1
60,30482,Female,Bachelors,0
19,68888,Female,Masters,1
40,70110,Female,Masters,1
36,110644,Female,PhD,0
48,20493,Female,Masters,0
68,76194,Male,Bachelors,0
22,102001,Female,Bachelors,1
36,59767,Female,Masters,0
51,49550,Female,Masters,1
27,33833,Female,Bachelors,1
42,22970,Female,Masters,0
19,118315,Male,Bachelors,1
28,115494,Male,Bachelors,0
67,102681,Male,Masters,0
48,69177,Male,Masters,1
32,87342,Female,PhD,1
26,91200,Female,PhD,1
40,81501,Female,PhD,0
36,48900,Male,PhD,0
26,34126,Male,PhD,0
52,90690,Male,Bachelors,1
38,107744,Male,Masters,0
26,99303,Female,Bachelors,1
45,105579,Female,PhD,0
63,67994,Male,PhD,0
68,87061,Female,Masters,1
24,119064,Male,Bachelors,1
33,36978,Male,PhD,1
33,76344,Male,PhD,0
50,66648,Male,PhD,1
21,21055,Female,PhD,1
21,95582,Female,Bachelors,1
56,101214,Male,Bachelors,1
57,64876,Male,PhD,0
34,112160,Female,Bachelors,0
54,58725,Female,PhD,1
56,25255,Male,Masters,1
69,94947,Male,Masters,0
46,73380,Male,Masters,1
69,73333,Male,Bachelors,1
53,62459,Male,PhD,1
55,56163,Female,Masters,0
56,53971,Female,Masters,0
67,116771,Male,Bachelors,0
54,85149,Male,Bachelors,1
69,104730,Male,Masters,1
52,39476,Male,PhD,1
24,88580,Female,PhD,0
44,106593,Female,PhD,0
45,89050,Male,Masters,1
39,95526,Female,Bachelors,1
31,27507,Male,PhD,1
24,90393,Male,Masters,1
54,32118,Female,Masters,1
39,70529,Male,Bachelors,0
22,88682,Female,PhD,0
19,111937,Male,Masters,0
44,74176,Male,PhD,0
38,111713,Male,PhD,1
55,24414,Male,PhD,0
32,103030,Female,Masters,0
38,105973,Male,PhD,1
27,82137,Female,Bachelors,0
40,23937,Female,Masters,1
56,56731,Male,Masters,0
22,106862,Female,PhD,1
18,58665,Male,PhD,1
30,94510,Female,PhD,1
38,37500,Female,Masters,0
43,21750,Male,Bachelors,0
67,85018,Male,Bachelors,1
62,24027,Female,Masters,0
38,25745,Male,Bachelors,1
35,81731,Male,PhD,1
54,106984,Female,Masters,1
62,48451,Female,Bachelors,1
49,113743,Male,Masters,1
53,91474,Female,Bachelors,1
34,81536,Male,Masters,1
52,32150,Male,Bachelors,0
66,33406,Female,Masters,0
28,39781,Male,Masters,0
38,77417,Female,Masters,0
69,38325,Male,Masters,0
43,88684,Male,Masters,0
21,114415,Male,PhD,1
51,93469,Female,Masters,0
69,29436,Female,Masters,1
65,37669,Male,Masters,0
35,92010,Female,Bachelors,1
57,96764,Female,Masters,0
52,119074,Male,PhD,0
58,21843,Female,Masters,0
46,85609,Female,Bachelors,0
69,70812,Female,Bachelors,0
46,36059,Male,Masters,1
55,106269,Male,Masters,1
59,60768,Female,Masters,0
38,45395,Male,Masters,1
59,40202,Female,Bachelors,1
30,33273,Male,Masters,1
66,68889,Female,Bachelors,1
58,118635,Male,Bachelors,0
34,93048,Female,PhD,0
26,113767,Male,Bachelors,1
58,108810,Female,Masters,0
18,65510,Male,Masters,0
19,107945,Male,Masters,0
65,90649,Male,Masters,0
46,22881,Female,PhD,1
50,65913,Female,PhD,1
27,104785,Female,PhD,1
67,85037,Male,PhD,0
57,82457,Female,Bachelors,1
38,55343,Male,PhD,1
45,82389,Male,Bachelors,1
28,98250,Male,Masters,1
51,28656,Female,Bachelors,0
25,25741,Male,Bachelors,1
39,36661,Female,PhD,0
25,117091,Female,Masters,0
66,48690,Male,Masters,1
32,52833,Female,PhD,0
34,91240,Male,Bachelors,0
40,97711,Male,PhD,1
41,77141,Female,Bachelors,1
62,98232,Male,PhD,1
36,59023,Male,PhD,1
22,60209,Male,Masters,1
49,113590,Female,Masters,0
61,106612,Female,Masters,1
18,100522,Female,PhD,0
40,34440,Male,Masters,0
54,27960,Male,Masters,1
25,42462,Female,PhD,0
30,37821,Female,Masters,0
25,77772,Female,Bachelors,1
40,47258,Female,Masters,1
60,112889,Female,Bachelors,0
18,108952,Male,Masters,0
62,82524,Female,PhD,0
68,42115,Male,PhD,0
41,66433,Male,Masters,0
52,110504,Male,Bachelors,1
41,108267,Male,Masters,1
34,108321,Female,PhD,1
22,99364,Male,Masters,1
37,90077,Female,PhD,0
38,60644,Male,Bachelors,1
57,82643,Female,Bachelors,1
48,33311,Female,PhD,0
63,50531,Male,Bachelors,0
53,34588,Female,PhD,0
28,69416,Male,PhD,1
69,32380,Female,PhD,1
32,62645,Male,Masters,0
36,37818,Male,Bachelors,0
24,50857,Female,Masters,1
68,41711,Female,Masters,0
45,25097,Male,Bachelors,0
68,48393,Male,Masters,0
60,42076,Female,PhD,1
22,104274,Male,Masters,1
22,77609,Male,PhD,1
47,49317,Male,Bachelors,0
49,78480,Female,Masters,0
25,27044,Male,Bachelors,1
27,91033,Male,PhD,0
55,75486,Female,Masters,0
64,75162,Male,PhD,1
49,99287,Male,PhD,0
65,49882,Male,PhD,0
45,74078,Male,Bachelors,0
34,78734,Female,Bachelors,0
48,63826,Male,Bachelors,1
25,107985,Male,Masters,0
57,64028,Male,PhD,1
42,71331,Male,Bachelors,1
26,118938,Male,PhD,1
19,52543,Female,Bachelors,1
32,49362,Female,PhD,0
67,47315,Male,Bachelors,0
20,47746,Male,Bachelors,1
66,30057,Female,Bachelors,1
53,62915,Female,Bachelors,1
21,41061,Female,PhD,1
31,71370,Male,Bachelors,0
58,54157,Male,Bachelors,1
58,31322,Male,Bachelors,1
42,89812,Male,PhD,0
67,97842,Male,Bachelors,1
27,54017,Male,PhD,0
38,76792,Female,Masters,0
53,47742,Female,PhD,0
29,117136,Male,Masters,1
44,84808,Male,Bachelors,0
57,37629,Male,Bachelors,0
19,28245,Female,PhD,1
30,116950,Female,Bachelors,1
49,63870,Female,Bachelors,1
48,115634,Female,PhD,1
33,84829,Male,Bachelors,0
49,30588,Female,Masters,1
49,20442,Female,Masters,0
51,97339,Male,Bachelors,0
28,60721,Male,Bachelors,1
27,57145,Male,Masters,1
32,30599,Female,Bachelors,1
34,92594,Male,Masters,1
57,102742,Female,PhD,0
35,97430,Female,Masters,1
26,22939,Female,Bachelors,0
42,42149,Female,Bachelors,0
57,86567,Male,Masters,1
31,30208,Male,Masters,1
42,86098,Female,Bachelors,1
67,69492,Male,Bachelors,0
39,40951,Female,Bachelors,0
69,68920,Female,PhD,0
47,66766,Male,PhD,1
37,77014,Male,Masters,1
38,48351,Female,Masters,1
61,104216,Male,PhD,1
49,69386,Female,PhD,1
68,107122,Male,Masters,1
63,29308,Female,PhD,1
66,79252,Female,Masters,0
38,95145,Male,Bachelors,0
52,115031,Male,Masters,0
49,103211,Female,PhD,0
47,48064,Male,PhD,1
56,73879,Male,PhD,1
66,28720,Female,Masters,1
29,62940,Female,PhD,0
58,99993,Male,Masters,1
64,88475,Male,Bachelors,0
35,67113,Female,Bachelors,0
38,68926,Female,PhD,0
30,58203,Female,Masters,1
38,108901,Female,Masters,1
25,25392,Female,PhD,0
63,45905,Female,Masters,0
57,93508,Female,PhD,1
63,70385,Female,PhD,0
24,50653,Male,Bachelors,1
40,111865,Male,PhD,0
61,104720,Male,Masters,1
49,34799,Female,PhD,0
28,80103,Male,Bachelors,1
39,35052,Female,Bachelors,0
39,26044,Male,Masters,1
60,39871,Female,PhD,0
42,109303,Female,Masters,1
39,40234,Male,Masters,0
45,41381,Female,PhD,0
46,37274,Male,Bachelors,0
30,107840,Male,Masters,0
35,103108,Male,Masters,0
19,69892,Male,Bachelors,0
46,70521,Male,PhD,1
38,111501,Male,PhD,1
32,103920,Male,PhD,0
69,103391,Male,Bachelors,1
44,37920,Male,Masters,0
67,36702,Female,Bachelors,0
48,21894,Female,Masters,1
32,50985,Male,Masters,0
68,48287,Female,PhD,0
40,93527,Female,PhD,1
41,35439,Male,PhD,0
61,114620,Male,Bachelors,0
30,62235,Female,PhD,1
39,47659,Male,Bachelors,1
60,44976,Male,PhD,0
54,102643,Male,PhD,0
50,87865,Female,PhD,0
20,88306,Male,Bachelors,0
36,76697,Female,Masters,0
40,90382,Male,Bachelors,0
46,36651,Male,Bachelors,0
47,69044,Female,Bachelors,1
56,34633,Male,Masters,0
61,99164,Female,Bachelors,0
64,20569,Female,PhD,1
42,79900,Male,Masters,0
54,87509,Male,Bachelors,0
64,53038,Female,Bachelors,1
25,69088,Female,Masters,0
59,93177,Male,Bachelors,1
33,94466,Male,Masters,1
25,92216,Male,PhD,1
18,86793,Male,Bachelors,1
61,93786,Male,Bachelors,1
22,58138,Female,PhD,1
20,83310,Female,Bachelors,1
18,48757,Female,Bachelors,0
21,90394,Female,Masters,1
57,99027,Male,Bachelors,1
52,110830,Female,PhD,0
49,76151,Male,Bachelors,0
59,69272,Male,Masters,1
51,26908,Male,PhD,1
60,30844,Male,PhD,1
42,71455,Male,PhD,1
27,88447,Female,PhD,0
38,94527,Male,Masters,0
63,97108,Male,Masters,1
56,63066,Male,Masters,0
44,115229,Female,Masters,0
44,60004,Male,Bachelors,0
19,58333,Male,Masters,0
58,103029,Male,Bachelors,1
65,59697,Female,PhD,0
30,37634,Male,Bachelors,0
26,44561,Female,Bachelors,1
69,38033,Female,Bachelors,0
53,92887,Male,Masters,1
39,75063,Female,Masters,1
59,45921,Female,PhD,0
43,39340,Male,Masters,0
29,82781,Male,Bachelors,1
34,34901,Male,Masters,0
31,30638,Male,Masters,1
31,58596,Female,Bachelors,1
51,106914,Female,PhD,0
37,64324,Male,Masters,1
28,108356,Male,PhD,1
33,110596,Male,Bachelors,0
68,52642,Female,Masters,0
48,45378,Male,PhD,1
23,70867,Female,PhD,0
36,93686,Female,Bachelors,1
54,62875,Female,Masters,0
21,109595,Female,PhD,1
64,103729,Male,PhD,0
21,84377,Male,PhD,0
37,74691,Male,PhD,0
27,113337,Female,PhD,0
41,84303,Female,PhD,0
52,80839,Male,PhD,1
43,69063,Female,PhD,1
54,111782,Female,PhD,0
55,98343,Female,PhD,1
38,103071,Male,Masters,0
57,25492,Male,Bachelors,1
56,51357,Male,Bachelors,1
38,91838,Female,Bachelors,1
27,52314,Male,PhD,0
55,68697,Male,Bachelors,0
63,90283,Male,PhD,1
21,79567,Female,Masters,1
62,67006,Female,Bachelors,1
37,80011,Female,Masters,1
34,30686,Female,Masters,0
24,57449,Female,PhD,0
21,81606,Male,Bachelors,1
46,38891,Male,Masters,0
31,72115,Female,Bachelors,1
20,80719,Female,Masters,0
41,115464,Male,Masters,1
54,93030,Female,PhD,0
33,56723,Female,Bachelors,1
69,49877,Female,PhD,0
21,113517,Female,PhD,1
41,34026,Female,PhD,0
51,40422,Male,PhD,1
47,29244,Male,PhD,1
35,53481,Female,Masters,0
36,109180,Female,Bachelors,0
48,78031,Male,Bachelors,0
36,28521,Female,PhD,1
66,21746,Male,Bachelors,1
63,103127,Female,Masters,1
36,112254,Male,PhD,0
39,88232,Male,Masters,1
41,32012,Female,Masters,0
62,100224,Female,PhD,1
29,43457,Male,Masters,1
47,90572,Female,PhD,1
55,49960,Male,Masters,0
48,107695,Female,Bachelors,1
53,27910,Female,Bachelors,1
36,22693,Female,Bachelors,0
65,35858,Male,PhD,1
62,48810,Male,Masters,0
53,40092,Female,Masters,1
47,108779,Male,Bachelors,1
66,68700,Female,Bachelors,0
50,78105,Male,PhD,1
35,50505,Female,PhD,0
69,93228,Male,Masters,0
66,48555,Male,PhD,1
45,91934,Male,PhD,1
64,92788,Male,PhD,1
28,97257,Male,Bachelors,1
62,37939,Male,Bachelors,1
50,31825,Female,Masters,0
34,110787,Female,PhD,0
23,44151,Male,Bachelors,0
21,20036,Female,PhD,0
37,113948,Male,Masters,0
65,103707,Female,PhD,1
64,59051,Female,Masters,0
44,118297,Female,Masters,0
32,100738,Female,Bachelors,1
23,93596,Male,PhD,1
64,80071,Female,Bachelors,1
31,93601,Female,PhD,1
28,49873,Female,PhD,0
56,56648,Male,Masters,1
26,91468,Female,Masters,0
43,46470,Male,PhD,1
33,85129,Male,Bachelors,1
22,28328,Female,Masters,0
69,26333,Male,Masters,0
27,66638,Female,PhD,1
67,31268,Female,PhD,0
20,90603,Female,Masters,1
30,37045,Female,Bachelors,1
60,60741,Female,Masters,0
66,108306,Female,PhD,0
47,62770,Female,Masters,0
62,27887,Male,PhD,1
23,118718,Male,Masters,0
34,117906,Female,PhD,0
62,44918,Female,PhD,1
68,55497,Male,Bachelors,0
36,113562,Female,PhD,0
59,81009,Male,Masters,0
52,31929,Male,PhD,0
63,81762,Female,Masters,1
43,99099,Female,Bachelors,0
68,48546,Male,Masters,1
22,98424,Male,Bachelors,1
46,57338,Female,Bachelors,0
54,54283,Female,PhD,1
37,102494,Male,Bachelors,0
66,98170,Male,Masters,1
38,104787,Male,Bachelors,0
27,66566,Female,Bachelors,1
22,105464,Female,PhD,1
53,101991,Female,Masters,1
23,112680,Male,Bachelors,1
43,48013,Male,PhD,1
21,72132,Female,PhD,1
56,107412,Male,Masters,0
56,112498,Male,PhD,1
67,48084,Male,Bachelors,0
52,41143,Male,PhD,1
18,111627,Male,Masters,0
41,34179,Female,Masters,1
53,118343,Female,PhD,1
23,78726,Female,Bachelors,1
58,30222,Female,PhD,1
63,79965,Female,Masters,1
61,84068,Male,PhD,1
48,43949,Male,PhD,1
37,36116,Male,Bachelors,1
41,71052,Female,PhD,0
42,71369,Male,Bachelors,0
53,68817,Male,PhD,1
38,103203,Male,PhD,0
47,94311,Female,Bachelors,1
41,49655,Male,Bachelors,0
61,77802,Male,Masters,1
59,67632,Female,Bachelors,0
47,34193,Female,PhD,0
39,100212,Male,Masters,1
45,50776,Female,Bachelors,0
24,63225,Male,Bachelors,1
52,80010,Female,Masters,1
45,102735,Male,PhD,0
31,85451,Male,PhD,1
27,68812,Female,Masters,0
33,100602,Female,PhD,0
33,38895,Female,Bachelors,0
48,85782,Female,PhD,0
59,41209,Male,Bachelors,0
42,102336,Female,PhD,0
30,81807,Male,Bachelors,1
23,43086,Male,Masters,0
61,105637,Male,Bachelors,0
26,102027,Female,PhD,0
62,47207,Male,Bachelors,1
53,40897,Male,PhD,1
60,83083,Female,PhD,1
37,115028,Male,Bachelors,0
35,86957,Male,PhD,0
60,117551,Male,Masters,0
38,98506,Female,PhD,1
21,27283,Male,Masters,1
67,114024,Male,Masters,1
50,101481,Male,PhD,0
44,20255,Female,Masters,0
24,96555,Female,Masters,1
23,35487,Female,Bachelors,0
32,39346,Male,Masters,1
35,55050,Male,Masters,1
49,28744,Male,Masters,1
28,44756,Male,Masters,0
37,81596,Male,Masters,1
41,103397,Female,PhD,1
32,45146,Male,Masters,0
65,75032,Male,PhD,0
24,62687,Female,PhD,1
38,66103,Female,PhD,0
59,41976,Male,Bachelors,0
43,82863,Female,Bachelors,0
61,20591,Female,PhD,0
31,26277,Female,Bachelors,1
54,81860,Male,Masters,0
38,22260,Female,PhD,1
35,85883,Male,PhD,0
22,44741,Female,PhD,0
20,57211,Male,Bachelors,1
40,61542,Male,Bachelors,0
43,26869,Male,Bachelors,0
54,113618,Female,Masters,1
41,107616,Female,Bachelors,1
66,84732,Female,PhD,1
36,114515,Male,Bachelors,0
68,39422,Female,Bachelors,0
42,55613,Female,Bachelors,0
38,77016,Male,Bachelors,1
29,80110,Female,PhD,0
58,108529,Male,Bachelors,1
50,97922,Female,PhD,1
67,54033,Male,Bachelors,1
21,65213,Male,Masters,1
59,81993,Female,Masters,1
24,32938,Male,PhD,0
39,96695,Female,PhD,1
50,22274,Female,Masters,1
34,104390,Female,Masters,1
41,51815,Female,Bachelors,1
51,96018,Male,Masters,0
45,38961,Male,PhD,0
60,40044,Male,PhD,0
58,119372,Female,Masters,1
56,41975,Female,PhD,0
39,34706,Male,Bachelors,0
66,25974,Male,Bachelors,1
34,96464,Female,Masters,1
51,41213,Female,PhD,1
23,21950,Female,Masters,1
63,105013,Male,PhD,1
23,30411,Female,PhD,0
51,107231,Male,PhD,0
18,66156,Female,Bachelors,0
27,82744,Male,PhD,0
38,37771,Female,Bachelors,0
22,89810,Male,PhD,1
19,55053,Male,Masters,0
39,72076,Male,Bachelors,0
65,27045,Female,Bachelors,0
19,77623,Male,Bachelors,0
27,49714,Male,Masters,0
51,54386,Female,Bachelors,1
33,28562,Male,Masters,1
65,75048,Male,PhD,0
68,113295,Female,PhD,1
56,32026,Male,Masters,0
39,51589,Female,Bachelors,0
29,117274,Male,Bachelors,1
41,46844,Female,Masters,1
64,43447,Male,PhD,1
57,110415,Male,Masters,0
55,97502,Male,Bachelors,0
27,103268,Female,Bachelors,0
52,74708,Male,Bachelors,1
68,83925,Male,Bachelors,1
66,90825,Female,PhD,0
49,71574,Female,PhD,1
24,105548,Female,PhD,1
38,38812,Male,Bachelors,0
37,75309,Male,Bachelors,1
43,84230,Male,Bachelors,1
21,61628,Female,Masters,0
63,60581,Female,Bachelors,0
69,66628,Male,PhD,0
39,108628,Male,PhD,1
32,45105,Female,PhD,0
57,99830,Female,Masters,1
38,89157,Female,PhD,0
32,52442,Male,Masters,0
39,107235,Female,Masters,0
69,22347,Female,Masters,1
45,115022,Female,Bachelors,0
31,67650,Female,Bachelors,0
44,37110,Male,PhD,1
58,82170,Female,PhD,1
57,24923,Male,Masters,0
45,71801,Male,Bachelors,0
43,82771,Female,PhD,0
66,101147,Female,PhD,1
19,68135,Male,Bachelors,1
42,39199,Female,Masters,0
20,29066,Male,PhD,0
25,72136,Female,PhD,0
61,112290,Male,Bachelors,0
50,56575,Male,Bachelors,1
59,109796,Male,Masters,1
69,66733,Female,Masters,1
52,36991,Male,PhD,0
23,42553,Male,Masters,0
56,109710,Female,PhD,1
69,107493,Female,PhD,0
40,20634,Male,Bachelors,1
42,115417,Male,PhD,0
67,32771,Female,Bachelors,0
60,38298,Male,PhD,0
36,99876,Female,PhD,1
22,118892,Female,PhD,0
68,55999,Female,Masters,0
28,91887,Male,Masters,1
29,79648,Female,Bachelors,0
27,82668,Male,PhD,0
25,89374,Male,Bachelors,1
41,87509,Female,Bachelors,0
45,95783,Female,PhD,1
58,64440,Female,Masters,0
53,51655,Female,Masters,0
54,63039,Male,Bachelors,1
38,75255,Male,Masters,0
25,92219,Female,PhD,1
26,74989,Male,PhD,0
64,31244,Female,Masters,1
32,114594,Male,Masters,0
65,78595,Male,Bachelors,0
63,59551,Male,Masters,0
57,83230,Female,Bachelors,0
35,48371,Male,PhD,0
59,89358,Male,PhD,1
37,48878,Male,PhD,0
23,56157,Male,Masters,1
29,25914,Female,Masters,1
19,103700,Male,Masters,0
24,47180,Female,Bachelors,0
33,23688,Female,Bachelors,0
20,100219,Male,Bachelors,1
62,98616,Male,PhD,0
20,116489,Female,Bachelors,0
44,29916,Female,Masters,0
67,76363,Female,Masters,0
60,115213,Male,PhD,0
57,47360,Male,Masters,0
55,57805,Female,Masters,1
50,33453,Female,Masters,0
45,42703,Female,Bachelors,1
18,79021,Male,Bachelors,1
25,94176,Male,Masters,0
54,114799,Female,Masters,0
49,118385,Male,Masters,1
65,101614,Female,Masters,0
60,108919,Male,Bachelors,0
54,101072,Female,PhD,0
21,27410,Male,Masters,0
47,101462,Male,Bachelors,1
23,68268,Male,Masters,1
63,54248,Male,PhD,1
36,51159,Male,Bachelors,0
49,62039,Male,Bachelors,1
26,67800,Male,PhD,1
29,60761,Female,PhD,1
28,114626,Female,Bachelors,0
63,106103,Female,PhD,0
33,63663,Male,Masters,0
18,100903,Male,PhD,0
62,60412,Male,PhD,0
38,55367,Female,Bachelors,1
47,25813,Female,PhD,1
30,79894,Female,Bachelors,0
51,71444,Female,Masters,0
21,54269,Female,PhD,1
45,81748,Female,PhD,1
55,61190,Male,Bachelors,0
48,60318,Female,Bachelors,0
44,57018,Male,PhD,0
22,59759,Female,Bachelors,1
42,36498,Female,PhD,1
20,45989,Male,Masters,0
50,45568,Male,PhD,0
21,86577,Male,Masters,1
42,50099,Female,Masters,1
37,109900,Female,Bachelors,1
51,60639,Male,Bachelors,0
43,43482,Female,Bachelors,0
22,89212,Male,Bachelors,0
52,75261,Female,PhD,0
45,107317,Female,Masters,1
46,50048,Female,PhD,1
26,23065,Male,Masters,0
69,22036,Female,Masters,0
55,55814,Male,Masters,0
67,79694,Male,PhD,0
23,36924,Male,Bachelors,0
36,80204,Male,PhD,0
61,52844,Male,Masters,0
28,101943,Male,PhD,0
19,41518,Male,Masters,0
64,37059,Male,Bachelors,0
61,43052,Male,Bachelors,1
61,89803,Female,PhD,1
26,91524,Male,Bachelors,1
38,113510,Female,Masters,1
41,109572,Male,Masters,0
